0	0	0	0.901122
1	0	1	0.908255
2	0	2	0.915539
3	0	3	0.923742
4	0	4	0.932879
5	0	5	0.944399
6	0	6	0.955773
7	0	7	0.966947
8	0	8	0.976395
9	0	9	0.984505
10	0	10	0.990463
11	0	11	0.995517
12	0	12	0.997982
13	0	13	0.999972
14	0	14	0.998945
15	0	15	0.997487
16	0	16	0.993357
17	0	17	0.988407
18	0	18	0.981214
19	0	19	0.972771
20	0	20	0.962521
21	0	21	0.950588
22	0	22	0.937274
23	0	23	0.921846
24	0	24	0.905468
25	0	25	0.886551
26	0	26	0.867116
27	0	27	0.844705
28	0	28	0.823584
29	0	29	0.813309
30	0	30	0.800666
31	0	31	0.78105
32	0	32	0.762559
33	0	33	0.745796
34	0	34	0.729606
35	0	35	0.713913
36	0	36	0.690263
37	0	37	0.662801
38	0	38	0.63563
39	0	39	0.608524
40	0	40	0.588933
41	0	41	0.569955
42	0	42	0.553549
43	0	43	0.537143
44	0	44	0.520737
45	0	45	0.507857
46	0	46	0.500724
47	0	47	0.501583
48	0	48	0.509786
49	0	49	0.517045
50	0	50	0.523821
51	0	51	0.52573
52	0	52	0.526443
53	0	53	0.523454
54	0	54	0.520546
55	0	55	0.520902
56	0	56	0.520134
57	0	57	0.515497
58	0	58	0.510208
59	0	59	0.503788
60	0	60	0.503878
61	0	61	0.510298
62	0	62	0.517873
63	0	63	0.526076
64	0	64	0.528653
65	0	65	0.529723
66	0	66	0.531125
67	0	67	0.5323
68	0	68	0.53016
69	0	69	0.526212
70	0	70	0.515512
71	0	71	0.504436
72	0	72	0.492666
73	0	73	0.481248
74	0	74	0.470192
75	0	75	0.46117
76	0	76	0.453324
77	0	77	0.439123
78	0	78	0.423073
79	0	79	0.411269
80	0	80	0.400639
81	0	81	0.403136
82	0	82	0.404156
83	0	83	0.399162
84	0	84	0.392602
85	0	85	0.382972
86	0	86	0.371805
87	0	87	0.358966
88	0	88	0.342369
89	0	89	0.323466
90	0	90	0.305106
91	0	91	0.286917
92	0	92	0.268727
93	0	93	0.250598
94	0	94	0.233835
95	0	95	0.218313
96	0	96	0.208327
97	0	97	0.199958
98	0	98	0.194965
99	0	99	0.191464
100	0	100	0.18968
101	0	101	0.184441
102	0	102	0.176951
103	0	103	0.166533
104	0	104	0.15512
105	0	105	0.149087
106	0	106	0.143838
107	0	107	0.142054
108	0	108	0.14015
109	0	109	0.137654
110	0	110	0.136594
111	0	111	0.138734
112	0	112	0.146042
113	0	113	0.15965
114	0	114	0.160483
115	0	115	0.152496
116	0	116	0.145218
117	0	117	0.138199
118	0	118	0.132026
119	0	119	0.12599
120	0	120	0.120909
121	0	121	0.115978
122	0	122	0.111865
123	0	123	0.10804
124	0	124	0.104896
125	0	125	0.102175
126	0	126	0.1
127	0	127	0.0983851
128	0	128	0.0971789
129	0	129	0.0966687
130	0	130	0.0964316
131	0	131	0.0518505
132	1	0	0.104277
133	1	1	0.107689
134	1	2	0.112902
135	1	3	0.110354
136	1	4	0.111281
137	1	5	0.119281
138	1	6	0.131042
139	1	7	0.135056
140	1	8	0.1343
141	1	9	0.132441
142	1	10	0.125191
143	1	11	0.125191
144	1	12	0.124805
145	1	13	0.121713
146	1	14	0.130528
147	1	15	0.148033
148	1	16	0.168957
149	1	17	0.190487
150	1	18	0.202929
151	1	19	0.216266
152	1	20	0.250082
153	1	21	0.283689
154	1	22	0.308144
155	1	23	0.341419
156	1	24	0.374866
157	1	25	0.399053
158	1	26	0.425994
159	1	27	0.45352
160	1	28	0.484089
161	1	29	0.507944
162	1	30	0.529184
163	1	31	0.549524
164	1	32	0.552889
165	1	33	0.560177
166	1	34	0.5686
167	1	35	0.560798
168	1	36	0.559341
169	1	37	0.566939
170	1	38	0.566531
171	1	39	0.558826
172	1	40	0.545645
173	1	41	0.539349
174	1	42	0.543587
175	1	43	0.553897
176	1	44	0.57503
177	1	45	0.596618
178	1	46	0.612709
179	1	47	0.624026
180	1	48	0.635407
181	1	49	0.65206
182	1	50	0.670772
183	1	51	0.691331
184	1	52	0.709737
185	1	53	0.724285
186	1	54	0.733238
187	1	55	0.740831
188	1	56	0.743794
189	1	57	0.735344
190	1	58	0.729445
191	1	59	0.734428
192	1	60	0.740729
193	1	61	0.750176
194	1	62	0.767564
195	1	63	0.782042
196	1	64	0.798877
197	1	65	0.82627
198	1	66	0.865872
199	1	67	0.910066
200	1	68	0.945368
201	1	69	0.97178
202	1	70	0.9893
203	1	71	0.997928
204	1	72	0.997666
205	1	73	0.988512
206	1	74	0.970465
207	1	75	0.943526
208	1	76	0.907698
209	1	77	0.862977
210	1	78	0.820464
211	1	79	0.780348
212	1	80	0.747588
213	1	81	0.721375
214	1	82	0.701871
215	1	83	0.701759
216	1	84	0.719125
217	1	85	0.717989
218	1	86	0.696363
219	1	87	0.674903
220	1	88	0.657076
221	1	89	0.63568
222	1	90	0.620843
223	1	91	0.610641
224	1	92	0.593269
225	1	93	0.578582
226	1	94	0.56143
227	1	95	0.544225
228	1	96	0.535035
229	1	97	0.544734
230	1	98	0.560937
231	1	99	0.56778
232	1	100	0.573487
233	1	101	0.577194
234	1	102	0.566928
235	1	103	0.555434
236	1	104	0.539172
237	1	105	0.512916
238	1	106	0.486114
239	1	107	0.452866
240	1	108	0.417368
241	1	109	0.382903
242	1	110	0.356948
243	1	111	0.341639
244	1	112	0.323898
245	1	113	0.307185
246	1	114	0.299346
247	1	115	0.296629
248	1	116	0.291384
249	1	117	0.278786
250	1	118	0.265878
251	1	119	0.253688
252	1	120	0.241573
253	1	121	0.228161
254	1	122	0.225734
255	1	123	0.223649
256	1	124	0.218854
257	1	125	0.212489
258	1	126	0.189558
259	1	127	0.170094
260	1	128	0.155253
261	1	129	0.145036
262	1	130	0.139443
263	1	131	0.138473
264	1	132	0.105653
265	2	0	0.11065
