0	1	0	0.117901
1	1	1	0.118697
2	1	2	0.12007
3	1	3	0.122018
4	1	4	0.124545
5	1	5	0.127647
6	1	6	0.131326
7	1	7	0.135582
8	1	8	0.138829
9	1	9	0.130706
10	1	10	0.130706
11	1	11	0.130706
12	1	12	0.126276
13	1	13	0.134399
14	1	14	0.152122
15	1	15	0.173537
16	1	16	0.197167
17	1	17	0.210459
18	1	18	0.220798
19	1	19	0.255505
20	1	20	0.292428
21	1	21	0.316058
22	1	22	0.350027
23	1	23	0.38695
24	1	24	0.411319
25	1	25	0.43938
26	1	26	0.466703
27	1	27	0.499934
28	1	28	0.525779
29	1	29	0.546456
30	1	30	0.573041
31	1	31	0.575994
32	1	32	0.581164
33	1	33	0.595933
34	1	34	0.587071
35	1	35	0.581164
36	1	36	0.591502
37	1	37	0.592979
38	1	38	0.58781
39	1	39	0.573041
40	1	40	0.561964
41	1	41	0.565656
42	1	42	0.571564
43	1	43	0.59224
44	1	44	0.616609
45	1	45	0.635071
46	1	46	0.648363
47	1	47	0.657224
48	1	48	0.674209
49	1	49	0.691932
50	1	50	0.714085
51	1	51	0.734024
52	1	52	0.751746
53	1	53	0.762823
54	1	54	0.769469
55	1	55	0.779069
56	1	56	0.773162
57	1	57	0.760608
58	1	58	0.762823
59	1	59	0.70591
60	1	60	0.754331
61	1	61	0.798409
62	1	62	0.838138
63	1	63	0.87351
64	1	64	0.90454
65	1	65	0.931228
66	1	66	0.953559
67	1	67	0.97154
68	1	68	0.985179
69	1	69	0.994469
70	1	70	0.999409
71	1	71	1
72	1	72	0.996241
73	1	73	0.98814
74	1	74	0.975683
75	1	75	0.958883
76	1	76	0.937734
77	1	77	0.912235
78	1	78	0.882386
79	1	79	0.848189
80	1	80	0.809649
81	1	81	0.766759
82	1	82	0.719517
83	1	83	0.667928
84	1	84	0.759131
85	1	85	0.744362
86	1	86	0.717778
87	1	87	0.697839
88	1	88	0.680116
89	1	89	0.655747
90	1	90	0.644671
91	1	91	0.634332
92	1	92	0.612917
93	1	93	0.600363
94	1	94	0.580425
95	1	95	0.563441
96	1	96	0.556795
97	1	97	0.573041
98	1	98	0.590025
99	1	99	0.593717
100	1	100	0.600363
101	1	101	0.603317
102	1	102	0.588548
103	1	103	0.577471
104	1	104	0.55901
105	1	105	0.529472
106	1	106	0.502149
107	1	107	0.465965
108	1	108	0.429042
109	1	109	0.393596
110	1	110	0.368489
111	1	111	0.354458
112	1	112	0.335258
113	1	113	0.318274
114	1	114	0.311628
115	1	115	0.309412
116	1	116	0.303505
117	1	117	0.289474
118	1	118	0.276182
119	1	119	0.263628
120	1	120	0.251074
121	1	121	0.237044
122	1	122	0.235567
123	1	123	0.233352
124	1	124	0.228182
125	1	125	0.221496
126	1	126	0.196786
127	1	127	0.176832
128	1	128	0.161632
129	1	129	0.151188
130	1	130	0.1455
131	1	131	0.144566
132	2	0	0.107887
133	2	1	0.112989
134	2	2	0.120292
135	2	3	0.129795
136	2	4	0.141498
137	2	5	0.155401
138	2	6	0.171818
139	2	7	0.181289
140	2	8	0.195577
141	2	9	0.215247
142	2	10	0.238285
143	2	11	0.262006
144	2	12	0.288802
145	2	13	0.314574
146	2	14	0.336147
147	2	15	0.354743
148	2	16	0.372851
149	2	17	0.384712
150	2	18	0.389544
151	2	19	0.402576
152	2	20	0.424833
153	2	21	0.451776
154	2	22	0.474618
155	2	23	0.492189
156	2	24	0.509761
157	2	25	0.528796
158	2	26	0.549296
159	2	27	0.57126
160	2	28	0.600252
161	2	29	0.624559
162	2	30	0.636273
163	2	31	0.616523
164	2	32	0.58696
165	2	33	0.634442
166	2	34	0.678432
167	2	35	0.719701
168	2	36	0.758249
169	2	37	0.794077
170	2	38	0.827188
171	2	39	0.857186
172	2	40	0.88408
173	2	41	0.908252
174	2	42	0.929705
175	2	43	0.94844
176	2	44	0.964452
177	2	45	0.976971
178	2	46	0.986768
179	2	47	0.993844
180	2	48	0.9982
181	2	49	0.999837
182	2	50	0.99837
183	2	51	0.993791
184	2	52	0.986491
185	2	53	0.976472
186	2	54	0.963733
187	2	55	0.948275
188	2	56	0.92932
189	2	57	0.907646
190	2	58	0.883251
191	2	59	0.856138
192	2	60	0.826304
193	2	61	0.793362
194	2	62	0.767891
195	2	63	0.779332
196	2	64	0.811888
197	2	65	0.839855
198	2	66	0.838098
199	2	67	0.804274
200	2	68	0.780016
201	2	69	0.767521
202	2	70	0.759321
203	2	71	0.745508
204	2	72	0.733647
205	2	73	0.748339
206	2	74	0.776599
207	2	75	0.799051
208	2	76	0.806665
209	2	77	0.81018
210	2	78	0.783383
211	2	79	0.735404
212	2	80	0.702605
213	2	81	0.692794
214	2	82	0.692941
215	2	83	0.676687
216	2	84	0.658091
217	2	85	0.641545
218	2	86	0.623437
219	2	87	0.601424
220	2	88	0.577703
221	2	89	0.544757
222	2	90	0.527527
223	2	91	0.515276
224	2	92	0.501658
225	2	93	0.485551
226	2	94	0.477644
227	2	95	0.45568
228	2	96	0.428738
229	2	97	0.404089
230	2	98	0.383736
231	2	99	0.361333
232	2	100	0.339369
233	2	101	0.324579
234	2	102	0.314037
235	2	103	0.311108
236	2	104	0.320284
237	2	105	0.332584
238	2	106	0.338246
239	2	107	0.344249
240	2	108	0.349277
241	2	109	0.350985
242	2	110	0.34791
243	2	111	0.343078
244	2	112	0.335513
245	2	113	0.325946
246	2	114	0.315257
247	2	115	0.303689
248	2	116	0.287436
249	2	117	0.265716
250	2	118	0.236284
251	2	119	0.203143
252	2	120	0.172003
253	2	121	0.148721
254	2	122	0.124121
255	2	123	0.101677
256	2	124	0.0886064
257	2	125	0.0829419
258	2	126	0.0782079
259	2	127	0.0745364
260	2	128	0.0719282
